trial,freq,marker
1,50,0
2,100,1
3,100,1
4,150,2
5,150,2
6,50,0
7,150,2
8,100,1
9,200,3
10,50,0
11,150,2
12,50,0
13,250,4
14,50,0
15,150,2
16,50,0
17,50,0
18,200,3
19,250,4
20,200,3
21,200,3
22,50,0
23,50,0
24,150,2
25,150,2
26,50,0
27,150,2
28,250,4
29,150,2
30,100,1
31,200,3
32,100,1
33,100,1
34,50,0
35,150,2
36,50,0
37,150,2
38,250,4
39,50,0
40,150,2
41,150,2
42,50,0
43,100,1
44,250,4
45,150,2
46,200,3
47,250,4
48,50,0
49,250,4
50,200,3
51,50,0
52,50,0
53,200,3
54,100,1
55,200,3
56,250,4
57,200,3
58,50,0
59,200,3
60,150,2
61,200,3
62,250,4
63,250,4
64,150,2
65,150,2
66,200,3
67,200,3
68,150,2
69,50,0
70,200,3
71,150,2
72,150,2
73,100,1
74,150,2
75,200,3
76,250,4
77,250,4
78,150,2
79,100,1
80,150,2
81,50,0
82,100,1
83,250,4
84,200,3
85,100,1
86,250,4
87,200,3
88,150,2
89,50,0
90,200,3
91,50,0
92,50,0
93,150,2
94,100,1
95,150,2
96,50,0
97,100,1
98,50,0
99,250,4
100,150,2
101,50,0
102,100,1
103,250,4
104,100,1
105,50,0
106,100,1
107,100,1
108,100,1
109,150,2
110,50,0
111,200,3
112,100,1
113,100,1
114,100,1
115,50,0
116,50,0
117,50,0
118,100,1
119,50,0
120,100,1
121,150,2
122,150,2
123,50,0
124,50,0
125,50,0
126,150,2
127,200,3
128,200,3
129,200,3
130,250,4
131,150,2
132,100,1
133,150,2
134,200,3
135,150,2
136,200,3
137,200,3
138,250,4
139,200,3
140,250,4
141,200,3
142,200,3
143,100,1
144,50,0
145,150,2
146,50,0
147,50,0
148,100,1
149,200,3
150,200,3
151,250,4
152,100,1
153,150,2
154,50,0
155,100,1
156,200,3
157,150,2
158,250,4
159,250,4
160,200,3
161,150,2
162,200,3
163,100,1
164,100,1
165,250,4
166,200,3
167,200,3
168,150,2
