trial,freq,marker
1,140,5
2,260,11
3,200,8
4,40,0
5,220,9
6,100,3
7,260,11
8,40,0
9,60,1
10,140,5
11,160,6
12,60,1
13,80,2
14,100,3
15,220,9
16,40,0
17,80,2
18,100,3
19,200,8
20,120,4
21,240,10
22,260,11
23,60,1
24,140,5
25,60,1
26,260,11
27,120,4
28,140,5
29,200,8
30,120,4
31,220,9
32,160,6
33,260,11
34,240,10
35,260,11
36,200,8
37,120,4
38,40,0
39,240,10
40,60,1
41,160,6
42,220,9
43,40,0
44,200,8
45,100,3
46,40,0
47,120,4
48,160,6
49,200,8
50,40,0
51,120,4
52,60,1
53,260,11
54,140,5
55,140,5
56,260,11
57,180,7
58,200,8
59,160,6
60,40,0
61,220,9
62,100,3
63,220,9
64,40,0
65,260,11
66,160,6
67,180,7
68,100,3
69,160,6
70,40,0
71,260,11
72,120,4
73,60,1
74,220,9
75,100,3
76,60,1
77,40,0
78,260,11
79,60,1
80,60,1
81,180,7
82,100,3
83,40,0
84,80,2
85,160,6
86,240,10
87,160,6
88,80,2
89,180,7
90,260,11
91,120,4
92,120,4
93,60,1
94,100,3
95,160,6
96,40,0
97,80,2
98,40,0
99,40,0
100,160,6
101,80,2
102,80,2
103,160,6
104,80,2
105,180,7
106,260,11
107,180,7
108,200,8
109,200,8
110,120,4
111,240,10
112,140,5
113,140,5
114,160,6
115,160,6
116,180,7
117,60,1
118,80,2
119,240,10
120,140,5
121,140,5
122,80,2
123,100,3
124,80,2
125,140,5
126,260,11
127,40,0
128,260,11
129,120,4
130,140,5
131,140,5
132,80,2
133,40,0
134,200,8
135,160,6
136,240,10
137,140,5
138,260,11
139,120,4
140,180,7
141,160,6
142,200,8
143,100,3
144,80,2
145,120,4
146,100,3
147,100,3
148,100,3
149,260,11
150,240,10
151,200,8
152,260,11
153,80,2
154,80,2
155,160,6
156,140,5
157,160,6
158,260,11
159,200,8
160,80,2
161,60,1
162,60,1
163,160,6
164,120,4
165,180,7
166,60,1
167,240,10
168,100,3
169,100,3
170,180,7
171,140,5
172,140,5
173,200,8
174,160,6
175,200,8
176,240,10
177,80,2
178,40,0
179,160,6
180,120,4
181,40,0
182,180,7
183,40,0
184,240,10
185,40,0
186,220,9
187,160,6
188,200,8
189,60,1
190,220,9
191,220,9
192,180,7
193,200,8
194,160,6
195,60,1
196,100,3
197,200,8
198,260,11
199,160,6
200,100,3
201,40,0
202,140,5
203,240,10
204,40,0
205,120,4
206,40,0
207,240,10
208,80,2
209,240,10
210,100,3
211,120,4
212,160,6
213,80,2
214,200,8
215,40,0
216,80,2
217,60,1
218,140,5
219,100,3
220,140,5
221,40,0
222,200,8
223,240,10
224,140,5
225,140,5
226,180,7
227,140,5
228,220,9
229,100,3
230,40,0
231,160,6
232,60,1
233,100,3
234,240,10
235,60,1
236,120,4
237,100,3
238,80,2
239,240,10
240,120,4
241,140,5
242,60,1
243,200,8
244,220,9
245,240,10
246,260,11
247,200,8
248,180,7
249,240,10
250,80,2
251,80,2
252,120,4
253,60,1
254,180,7
255,240,10
256,120,4
257,240,10
258,260,11
259,60,1
260,60,1
261,200,8
262,200,8
263,260,11
264,100,3
265,200,8
266,240,10
267,120,4
268,120,4
269,140,5
270,180,7
271,40,0
272,40,0
273,220,9
274,100,3
275,100,3
276,120,4
277,100,3
278,140,5
279,100,3
280,40,0
281,260,11
282,120,4
283,160,6
284,40,0
285,240,10
286,80,2
287,60,1
288,80,2
289,180,7
290,140,5
291,160,6
292,160,6
293,220,9
294,80,2
295,220,9
296,160,6
297,220,9
298,60,1
299,100,3
300,40,0
301,40,0
302,240,10
303,140,5
304,220,9
305,100,3
306,140,5
307,100,3
308,220,9
309,200,8
310,140,5
311,180,7
312,40,0
313,240,10
314,120,4
315,140,5
316,220,9
317,80,2
318,60,1
319,100,3
320,160,6
321,260,11
322,120,4
323,160,6
324,220,9
325,100,3
326,140,5
327,120,4
328,180,7
329,260,11
330,180,7
331,60,1
332,120,4
333,140,5
334,60,1
335,40,0
336,40,0
337,120,4
338,160,6
339,120,4
340,60,1
341,100,3
342,200,8
343,40,0
344,120,4
345,40,0
346,40,0
347,240,10
348,200,8
349,60,1
350,140,5
351,240,10
352,160,6
353,160,6
354,180,7
355,80,2
356,180,7
357,80,2
358,160,6
359,200,8
360,80,2
361,140,5
362,200,8
363,200,8
364,220,9
365,220,9
366,200,8
367,260,11
368,160,6
369,200,8
370,260,11
371,60,1
372,160,6
373,180,7
374,60,1
375,160,6
376,260,11
377,40,0
378,180,7
379,160,6
380,240,10
381,40,0
382,140,5
383,80,2
384,40,0
385,80,2
386,180,7
387,60,1
388,220,9
389,60,1
390,220,9
391,200,8
392,80,2
393,220,9
394,100,3
395,160,6
396,100,3
397,40,0
398,40,0
399,140,5
400,120,4
401,180,7
402,180,7
403,80,2
404,160,6
405,200,8
406,120,4
407,100,3
408,120,4
409,120,4
410,200,8
411,220,9
412,40,0
413,60,1
414,120,4
415,240,10
416,100,3
417,240,10
418,220,9
419,160,6
420,120,4
421,60,1
422,120,4
423,200,8
424,200,8
425,80,2
426,220,9
427,60,1
428,200,8
429,160,6
430,220,9
431,100,3
432,200,8
433,160,6
434,60,1
435,140,5
436,120,4
437,260,11
438,240,10
439,240,10
440,120,4
441,80,2
442,240,10
443,120,4
444,40,0
445,80,2
446,180,7
447,80,2
448,200,8
449,80,2
450,260,11
451,40,0
452,100,3
453,140,5
454,220,9
455,60,1
456,120,4
457,60,1
458,220,9
459,120,4
460,40,0
461,80,2
462,40,0
463,260,11
464,180,7
465,220,9
466,160,6
467,80,2
468,140,5
469,240,10
470,160,6
471,100,3
472,120,4
473,240,10
474,200,8
475,120,4
476,40,0
477,60,1
478,240,10
479,100,3
480,220,9
481,100,3
482,40,0
483,260,11
484,220,9
485,180,7
486,60,1
487,40,0
488,100,3
489,240,10
490,160,6
491,80,2
492,80,2
493,180,7
494,260,11
495,60,1
496,40,0
497,100,3
498,120,4
499,80,2
500,140,5
501,140,5
502,240,10
503,260,11
504,100,3
505,180,7
506,40,0
507,240,10
508,160,6
509,260,11
510,200,8
511,40,0
512,40,0
513,120,4
514,100,3
515,220,9
516,220,9
517,40,0
518,160,6
519,140,5
520,40,0
521,40,0
522,160,6
523,240,10
524,100,3
525,160,6
526,180,7
527,140,5
528,200,8
529,260,11
530,80,2
531,240,10
532,240,10
533,200,8
534,180,7
535,100,3
536,140,5
537,180,7
538,200,8
539,120,4
540,80,2
541,80,2
542,40,0
543,40,0
544,80,2
545,40,0
546,200,8
547,180,7
548,160,6
549,140,5
550,180,7
551,40,0
552,260,11
553,160,6
554,120,4
555,40,0
556,100,3
557,220,9
558,60,1
559,160,6
560,160,6
561,120,4
562,60,1
563,180,7
564,200,8
565,160,6
566,60,1
567,140,5
568,100,3
569,260,11
570,180,7
571,260,11
572,220,9
573,200,8
574,80,2
575,220,9
576,240,10
577,200,8
578,220,9
579,180,7
580,140,5
581,120,4
582,60,1
583,240,10
584,80,2
585,240,10
586,260,11
587,240,10
588,80,2
589,140,5
590,100,3
591,60,1
592,80,2
593,200,8
594,260,11
595,260,11
596,80,2
597,160,6
598,240,10
599,60,1
600,260,11
601,40,0
602,240,10
603,120,4
604,160,6
605,60,1
606,200,8
607,140,5
608,140,5
609,220,9
610,60,1
611,260,11
612,60,1
613,260,11
614,160,6
615,40,0
616,120,4
617,60,1
618,60,1
619,260,11
620,260,11
621,120,4
622,260,11
623,100,3
624,180,7
625,160,6
626,60,1
627,240,10
628,220,9
629,120,4
630,60,1
631,100,3
632,200,8
633,200,8
634,260,11
635,240,10
636,60,1
637,80,2
638,100,3
639,40,0
640,100,3
641,260,11
642,200,8
643,60,1
644,160,6
645,40,0
646,80,2
647,200,8
648,140,5
649,80,2
650,100,3
651,140,5
652,260,11
653,180,7
654,160,6
655,240,10
656,120,4
657,220,9
658,40,0
659,240,10
660,220,9
661,80,2
662,100,3
663,140,5
664,140,5
665,80,2
666,240,10
667,220,9
668,120,4
669,120,4
670,160,6
671,120,4
672,200,8
673,140,5
674,80,2
675,180,7
676,60,1
677,120,4
678,180,7
679,220,9
680,100,3
681,160,6
682,240,10
683,100,3
684,60,1
685,100,3
686,80,2
687,100,3
688,160,6
689,260,11
690,120,4
691,220,9
692,60,1
693,120,4
694,100,3
695,220,9
696,60,1
697,220,9
698,240,10
699,200,8
700,180,7
701,60,1
702,220,9
703,100,3
704,200,8
705,80,2
706,260,11
707,60,1
708,220,9
709,40,0
710,180,7
711,80,2
712,40,0
713,120,4
714,200,8
715,120,4
